id,name,image,distillery,region,abv,cask,price,avg_rating,likes,is_featured
mortlach-20,몰트락 20년,/whiskies/no.pic whisky.png,몰트락,스코틀랜드 (스페이사이드),43.4,셰리 캐스크,30만원 이상,0,0,false
nikka-coffey-grain,니카 코페이 그레인,/whiskies/no.pic whisky.png,니카,일본,45,그레인,10-12만원,0,0,false
nikka-coffey-malt,니카 코페이 몰트,/whiskies/no.pic whisky.png,니카,일본,45,몰트,10-12만원,0,0,false
redbreast-12-cask-strength,레드브레스트 12년 캐스크 스트렝스,/whiskies/no.pic whisky.png,레드브레스트,아일랜드,58,버번 & 셰리,15-18만원,0,0,false
springbank-12-cask-strength,스프링뱅크 12년 캐스크 스트렝스,/whiskies/no.pic whisky.png,스프링뱅크,스코틀랜드 (캠벨타운),55,버번 & 셰리,20-25만원,0,0,false
talisker-distillers-edition,탈리스커 디스틸러스 에디션,/whiskies/no.pic whisky.png,탈리스커,스코틀랜드 (아일랜즈),45.8,아모로소 셰리 피니쉬,12-15만원,0,0,false
tamdhu-15,탐두 15년,/whiskies/no.pic whisky.png,탐두,스코틀랜드 (스페이사이드),46,셰리 캐스크,15-18만원,0,0,false
teeling-single-grain,틸링 싱글 그레인,/whiskies/no.pic whisky.png,틸링,아일랜드,46,와인 캐스크 피니쉬,8-10만원,0,0,false
tomatin-12,토마틴 12년,/whiskies/no.pic whisky.png,토마틴,스코틀랜드 (하이랜드),43,버번 & 셰리,8-10만원,0,0,false
yamazaki-12,야마자키 12년,/whiskies/no.pic whisky.png,야마자키,일본,43,다양한 캐스크,25-30만원,0,0,false
amrut-peated-cask-strength,암룻 피티드 캐스크 스트렝스,/whiskies/no.pic whisky.png,암룻,인도,62.8,버번 캐스크,18-20만원,0,0,false
balvenie-21-portwood,발베니 21년 포트우드,/whiskies/no.pic whisky.png,발베니,스코틀랜드 (스페이사이드),40,포트 캐스크,30만원 이상,0,0,false
blantons-gold-edition,블랑톤 골드 에디션,/whiskies/no.pic whisky.png,블랑톤,미국 (켄터키),51.5,아메리칸 오크,25-30만원,0,0,false
bowmore-25,보모어 25년,/whiskies/no.pic whisky.png,보모어,스코틀랜드 (아일라),43,버번 & 셰리,30만원 이상,0,0,false
dalmore-18,달모어 18년,/whiskies/no.pic whisky.png,달모어,스코틀랜드 (하이랜드),43,버번 & 셰리,30만원 이상,0,0,false
glenallachie-18,글렌알라키 18년,/whiskies/no.pic whisky.png,글렌알라키,스코틀랜드 (스페이사이드),46,PX & 올로로소 셰리,20-25만원,0,0,false
glendronach-21-parliament,글렌드로낙 21년 팔리아멘트,/whiskies/no.pic whisky.png,글렌드로낙,스코틀랜드 (하이랜드),48,PX & 올로로소 셰리,30만원 이상,0,0,false
hakushu-12,하쿠슈 12년,/whiskies/no.pic whisky.png,하쿠슈,일본,43,다양한 캐스크,25-30만원,0,0,false
hibiki-17,히비키 17년,/whiskies/no.pic whisky.png,히비키,일본,43,블렌디드,30만원 이상,0,0,false
macallan-18-sherry-oak,맥캘란 18년 셰리 오크,/whiskies/no.pic whisky.png,맥캘란,스코틀랜드 (스페이사이드),43,셰리 캐스크,30만원 이상,0,0,false
macallan-rare-cask,맥캘란 레어 캐스크,/whiskies/no.pic whisky.png,맥캘란,스코틀랜드 (스페이사이드),43,셰리 캐스크,30만원 이상,0,0,false
redbreast-15,레드브레스트 15년,/whiskies/no.pic whisky.png,레드브레스트,아일랜드,46,버번 & 셰리,18-20만원,0,0,false
stagg-jr,스태그 주니어,/whiskies/no.pic whisky.png,스태그,미국 (켄터키),65,아메리칸 오크,15-18만원,0,0,false
wild-turkey-rare-breed,와일드 터키 레어 브리드,/whiskies/no.pic whisky.png,와일드,미국 (켄터키),58.4,아메리칸 오크,10-12만원,0,0,false
adelphi-selection,아델피 셀렉션,/whiskies/no.pic whisky.png,아델피,스코틀랜드,55,독립 병입,15-18만원,0,0,false
akashi-single-malt,아카시 싱글몰트,/whiskies/no.pic whisky.png,아카시,일본,46,버번 & 셰리 캐스크,12-15만원,0,0,false
auchentoshan-12,오켄토션 12년,/whiskies/no.pic whisky.png,오켄토션,스코틀랜드 (로우랜드),40,버번 & 셰리,8-10만원,0,0,false
auchentoshan-three-wood,오켄토션 쓰리 우드,/whiskies/no.pic whisky.png,오켄토션,스코틀랜드 (로우랜드),43,버번 & 올로로소 & PX,12-15만원,0,0,false
bain-s-cape-mountain,베인스 케이프 마운틴,/whiskies/no.pic whisky.png,베인스,남아프리카,40,버번 캐스크,6-8만원,0,0,false
big-peat,빅 피트,/whiskies/no.pic whisky.png,더글라스랭,스코틀랜드,46,블렌디드 몰트,10-12만원,0,0,false
black-bottle,블랙 보틀,/whiskies/no.pic whisky.png,블랙보틀,스코틀랜드,40,블렌디드,4-6만원,0,0,false
blair-athol-12,블레어 아솔 12년,/whiskies/no.pic whisky.png,블레어아솔,스코틀랜드 (하이랜드),43,셰리 캐스크,10-12만원,0,0,false
craigellachie-13,크라이겔라키 13년,/whiskies/no.pic whisky.png,크라이겔라키,스코틀랜드 (스페이사이드),46,버번 & 셰리,10-12만원,0,0,false
deanston-virgin-oak,딘스톤 버진 오크,/whiskies/no.pic whisky.png,딘스톤,스코틀랜드 (하이랜드),46.3,버진 오크,8-10만원,0,0,false
edradour-10,에드라두어 10년,/whiskies/no.pic whisky.png,에드라두어,스코틀랜드 (하이랜드),40,버번 & 셰리,10-12만원,0,0,false
elijah-craig-barrel-proof,일라이저 크레이그 배럴 프루프,/whiskies/no.pic whisky.png,일라이저,미국 (켄터키),62,아메리칸 오크,15-18만원,0,0,false
glen-elgin-12,글렌 엘긴 12년,/whiskies/no.pic whisky.png,글렌엘긴,스코틀랜드 (스페이사이드),43,버번 & 셰리,10-12만원,0,0,false
glen-garioch-12,글렌기어리 12년,/whiskies/no.pic whisky.png,글렌기어리,스코틀랜드 (하이랜드),48,버번 & 셰리,10-12만원,0,0,false
glengoyne-12,글렌고인 12년,/whiskies/no.pic whisky.png,글렌고인,스코틀랜드 (하이랜드),43,버번 & 셰리,10-12만원,0,0,false
glengyle-kilkerran-work-in-progress,글렌가일 킬커란 WIP,/whiskies/no.pic whisky.png,글렌가일,스코틀랜드 (캠벨타운),46,버번 & 셰리,15-18만원,0,0,false
glenmorangie-nectar-dor,글렌모렌지 넥타도르,/whiskies/no.pic whisky.png,글렌모렌지,스코틀랜드 (하이랜드),46,소테른 와인 캐스크,12-15만원,0,0,false
glenrothes-18,글렌로티스 18년,/whiskies/no.pic whisky.png,글렌로티스,스코틀랜드 (스페이사이드),43,셰리 캐스크,18-20만원,0,0,false
glenscotia-15,글렌스코시아 15년,/whiskies/no.pic whisky.png,글렌스코시아,스코틀랜드 (캠벨타운),46,아메리칸 오크,12-15만원,0,0,false
glenscotia-double-cask,글렌스코시아 더블 캐스크,/whiskies/no.pic whisky.png,글렌스코시아,스코틀랜드 (캠벨타운),46,버번 & PX 셰리,10-12만원,0,0,false
henry-mckenna-10-single-barrel,헨리 맥케나 10년 싱글 배럴,/whiskies/no.pic whisky.png,헨리,미국 (켄터키),50,아메리칸 오크,10-12만원,0,0,false
jack-daniels-single-barrel,잭 다니엘 싱글 배럴,/whiskies/no.pic whisky.png,잭다니엘,미국 (테네시),45,싱글 배럴,8-10만원,0,0,false
jameson-caskmates-stout,제임슨 캐스크메이츠 스타우트,/whiskies/no.pic whisky.png,제임슨,아일랜드,40,스타우트 맥주 캐스크,4-6만원,0,0,false
john-powers-three-swallow,존 파워스 쓰리 스왈로우,/whiskies/no.pic whisky.png,파워스,아일랜드,40,버번 & 셰리,8-10만원,0,0,false
kavalan-solist-oloroso-sherry,카발란 솔리스트 올로로소 셰리,/whiskies/no.pic whisky.png,카발란,대만,57,올로로소 셰리,25-30만원,0,0,false
knob-creek-rye,놉 크릭 라이,/whiskies/no.pic whisky.png,놉,미국 (켄터키),50,라이,8-10만원,0,0,false
larceny-bourbon,라세니 버번,/whiskies/no.pic whisky.png,라세니,미국 (켄터키),46,아메리칸 오크,6-8만원,0,0,false
loch-lomond-original,로크로몬드 오리지널,/whiskies/no.pic whisky.png,로크로몬드,스코틀랜드 (하이랜드),40,버번 캐스크,6-8만원,0,0,false
macallan-edition-no-6,맥캘란 에디션 No. 6,/whiskies/no.pic whisky.png,맥캘란,스코틀랜드 (스페이사이드),48.6,셰리 캐스크,25-30만원,0,0,false
michter-s-us1-rye,믹터스 US1 라이,/whiskies/no.pic whisky.png,믹터스,미국 (켄터키),42.4,라이,10-12만원,0,0,false
old-grand-dad-114,올드 그랜대드 114,/whiskies/no.pic whisky.png,올드,미국 (켄터키),57,아메리칸 오크,8-10만원,0,0,false
old-rip-van-winkle-10,올드 립 밴 윙클 10년,/whiskies/no.pic whisky.png,밴윙클,미국 (켄터키),53.5,아메리칸 오크,30만원 이상,0,0,false
paul-john-brilliance,폴 존 브릴리언스,/whiskies/no.pic whisky.png,폴존,인도,46,버번 캐스크,10-12만원,0,0,false
penderyn-madeira,펜더린 마데이라,/whiskies/no.pic whisky.png,펜더린,웨일스,46,마데이라 캐스크,12-15만원,0,0,false
rock-hill-farms,락 힐 팜스,/whiskies/no.pic whisky.png,락힐,미국 (켄터키),50,아메리칸 오크,15-18만원,0,0,false
russells-reserve-single-barrel,러셀 리저브 싱글 배럴,/whiskies/no.pic whisky.png,러셀,미국 (켄터키),55,아메리칸 오크,12-15만원,0,0,false
speyburn-10,스페이번 10년,/whiskies/no.pic whisky.png,스페이번,스코틀랜드 (스페이사이드),40,버번 & 셰리,6-8만원,0,0,false
tamnavulin-sherry-cask,탐나불린 셰리 캐스크,/whiskies/no.pic whisky.png,탐나불린,스코틀랜드 (스페이사이드),40,셰리 캐스크,6-8만원,0,0,false
tomintoul-10,토민타울 10년,/whiskies/no.pic whisky.png,토민타울,스코틀랜드 (스페이사이드),40,버번 캐스크,8-10만원,0,0,false
tullibardine-sovereign,툴리바딘 소버린,/whiskies/no.pic whisky.png,툴리바딘,스코틀랜드 (하이랜드),43,버번 캐스크,8-10만원,0,0,false
weller-special-reserve,웰러 스페셜 리저브,/whiskies/no.pic whisky.png,웰러,미국 (켄터키),45,아메리칸 오크,8-10만원,0,0,false
weller-antique-107,웰러 앤티크 107,/whiskies/no.pic whisky.png,웰러,미국 (켄터키),53.5,아메리칸 오크,10-12만원,0,0,false
westland-american-oak,웨스트랜드 아메리칸 오크,/whiskies/no.pic whisky.png,웨스트랜드,미국 (워싱턴),46,아메리칸 오크,12-15만원,0,0,false
wild-turkey-kentucky-spirit,와일드 터키 켄터키 스피릿,/whiskies/no.pic whisky.png,와일드,미국 (켄터키),50.5,싱글 배럴,10-12만원,0,0,false
writer-s-tears-copper-pot,라이터스 티얼스 카퍼 팟,/whiskies/no.pic whisky.png,라이터스,아일랜드,40,버번 캐스크,8-10만원,0,0,false
admiral-rodney-hms-formidable,애드미럴 로드니 HMS 포미더블,/whiskies/no.pic whisky.png,애드미럴,세인트루시아,40,럼,8-10만원,0,0,false
auchentoshan-american-oak,오켄토션 아메리칸 오크,/whiskies/no.pic whisky.png,오켄토션,스코틀랜드 (로우랜드),40,버번 캐스크,8-10만원,0,0,false
ballantines-17,발렌타인 17년,/whiskies/no.pic whisky.png,발렌타인,스코틀랜드,40,블렌디드,12-15만원,0,0,false
ballantines-21,발렌타인 21년,/whiskies/no.pic whisky.png,발렌타인,스코틀랜드,40,블렌디드,20-25만원,0,0,false
ballantines-finest,발렌타인 파이니스트,/whiskies/no.pic whisky.png,발렌타인,스코틀랜드,40,블렌디드,2-4만원,0,0,false
ben-nevis-10,벤 네비스 10년,/whiskies/no.pic whisky.png,벤네비스,스코틀랜드 (하이랜드),46,버번 & 셰리,10-12만원,0,0,false
benrinnes-15,벤리네스 15년,/whiskies/no.pic whisky.png,벤리네스,스코틀랜드 (스페이사이드),43,셰리 캐스크,12-15만원,0,0,false
black-velvet,블랙 벨벳,/whiskies/no.pic whisky.png,블랙벨벳,캐나다,40,블렌디드,2-4만원,0,0,false
blanton-s-straight-from-the-barrel,블랑톤 스트레이트 프롬 더 배럴,/whiskies/no.pic whisky.png,블랑톤,미국 (켄터키),65,아메리칸 오크,20-25만원,0,0,false
bruichladdich-bere-barley,브룩라디 베어 발리,/whiskies/no.pic whisky.png,브룩라디,스코틀랜드 (아일라),50,아메리칸 오크,15-18만원,0,0,false
bulleit-rye,불렛 라이,/whiskies/no.pic whisky.png,불렛,미국 (켄터키),45,라이,4-6만원,0,0,false
bunnahabhain-toiteach-a-dha,부나하벤 토이칙 아 다,/whiskies/no.pic whisky.png,부나하벤,스코틀랜드 (아일라),46.3,버번 & 셰리,12-15만원,0,0,false
bushmills-black-bush,부쉬밀 블랙 부시,/whiskies/no.pic whisky.png,부쉬밀,아일랜드,40,셰리 캐스크,6-8만원,0,0,false
cadenhead-s-creations,캐덴헤드 크리에이션,/whiskies/no.pic whisky.png,캐덴헤드,스코틀랜드,46,독립 병입,15-18만원,0,0,false
campbeltown-loch,캠벨타운 로크,/whiskies/no.pic whisky.png,캠벨타운,스코틀랜드 (캠벨타운),46,블렌디드 몰트,8-10만원,0,0,false
canadian-club-12,캐나디안 클럽 12년,/whiskies/no.pic whisky.png,캐나디안,캐나다,40,블렌디드,4-6만원,0,0,false
caperdonich-18,카퍼도니 18년,/whiskies/no.pic whisky.png,카퍼도니,스코틀랜드 (스페이사이드),48,아메리칸 오크,25-30만원,0,0,false
cardhu-gold-reserve,카듀 골드 리저브,/whiskies/no.pic whisky.png,카듀,스코틀랜드 (스페이사이드),40,토스티드 오크,8-10만원,0,0,false
chairman-s-reserve-spiced-rum,체어맨스 리저브 스파이스드 럼,/whiskies/no.pic whisky.png,체어맨스,세인트루시아,40,럼,4-6만원,0,0,false
dewars-15,듀어스 15년,/whiskies/no.pic whisky.png,듀어스,스코틀랜드,40,블렌디드,6-8만원,0,0,false
dewars-white-label,듀어스 화이트 라벨,/whiskies/no.pic whisky.png,듀어스,스코틀랜드,40,블렌디드,2-4만원,0,0,false
dickel-barrel-select,디켈 배럴 셀렉트,/whiskies/no.pic whisky.png,디켈,미국 (테네시),43,아메리칸 오크,8-10만원,0,0,false
duncan-taylor-the-big-smoke,던컨 테일러 더 빅 스모크,/whiskies/no.pic whisky.png,던컨테일러,스코틀랜드,46,블렌디드 몰트,10-12만원,0,0,false
edradour-12-caledonia,에드라두어 12년 칼레도니아,/whiskies/no.pic whisky.png,에드라두어,스코틀랜드 (하이랜드),46,올로로소 셰리,15-18만원,0,0,false
fettercairn-12,페터캐런 12년,/whiskies/no.pic whisky.png,페터캐런,스코틀랜드 (하이랜드),40,아메리칸 오크,8-10만원,0,0,false
glen-moray-classic,글렌 모레이 클래식,/whiskies/no.pic whisky.png,글렌모레이,스코틀랜드 (스페이사이드),40,아메리칸 오크,4-6만원,0,0,false
glen-spey-12,글렌 스페이 12년,/whiskies/no.pic whisky.png,글렌스페이,스코틀랜드 (스페이사이드),43,버번 캐스크,10-12만원,0,0,false
glencadam-15,글렌카담 15년,/whiskies/no.pic whisky.png,글렌카담,스코틀랜드 (하이랜드),46,버번 캐스크,12-15만원,0,0,false
glengoyne-18,글렌고인 18년,/whiskies/no.pic whisky.png,글렌고인,스코틀랜드 (하이랜드),43,셰리 캐스크,18-20만원,0,0,false
grant-s-family-reserve,그란츠 패밀리 리저브,/whiskies/no.pic whisky.png,그란츠,스코틀랜드,40,블렌디드,2-4만원,0,0,false
hakushu-18,하쿠슈 18년,/whiskies/no.pic whisky.png,하쿠슈,일본,43,다양한 캐스크,30만원 이상,0,0,false
hibiki-21,히비키 21년,/whiskies/no.pic whisky.png,히비키,일본,43,블렌디드,30만원 이상,0,0,false
high-west-american-prairie,하이 웨스트 아메리칸 프레리,/whiskies/no.pic whisky.png,하이웨스트,미국 (유타),46,버번,8-10만원,0,0,false
inchgower-14,인치고어 14년,/whiskies/no.pic whisky.png,인치고어,스코틀랜드 (스페이사이드),43,버번 캐스크,12-15만원,0,0,false
isle-of-jura-superstition,아일 오브 주라 슈퍼스티션,/whiskies/no.pic whisky.png,주라,스코틀랜드 (아일랜즈),43,버번 캐스크,10-12만원,0,0,false
james-e-pepper-1776-rye,제임스 E. 페퍼 1776 라이,/whiskies/no.pic whisky.png,제임스페퍼,미국 (켄터키),50,라이,8-10만원,0,0,false
j-p-wisers-deluxe,J.P. 와이저스 디럭스,/whiskies/no.pic whisky.png,와이저스,캐나다,40,블렌디드,4-6만원,0,0,false
kavalan-solist-ex-bourbon,카발란 솔리스트 ex-버번,/whiskies/no.pic whisky.png,카발란,대만,57,버번 캐스크,25-30만원,0,0,false
kilkerran-8-cask-strength,킬커란 8년 캐스크 스트렝스,/whiskies/no.pic whisky.png,킬커란,스코틀랜드 (캠벨타운),56,셰리 캐스크,15-18만원,0,0,false
knappogue-castle-12,내포그 캐슬 12년,/whiskies/no.pic whisky.png,내포그,아일랜드,40,버번 캐스크,8-10만원,0,0,false
ledaig-18,레칙 18년,/whiskies/no.pic whisky.png,레칙,스코틀랜드 (아일랜즈),46.3,셰리 캐스크,18-20만원,0,0,false
legal-republic-anejo,리갈 리퍼블릭 아네호,/whiskies/no.pic whisky.png,리갈,도미니카,38,럼,6-8만원,0,0,false
linkwood-15-gordon-macphail,링크우드 15년 (고든 앤 맥페일),/whiskies/no.pic whisky.png,링크우드,스코틀랜드 (스페이사이드),43,셰리 캐스크,15-18만원,0,0,false
lot-40,랏 40,/whiskies/no.pic whisky.png,랏40,캐나다,43,라이,8-10만원,0,0,false
macallan-15-double-cask,맥캘란 15년 더블 캐스크,/whiskies/no.pic whisky.png,맥캘란,스코틀랜드 (스페이사이드),43,아메리칸 & 유러피안 셰리,18-20만원,0,0,false
mannochmore-12,매녹모어 12년,/whiskies/no.pic whisky.png,매녹모어,스코틀랜드 (스페이사이드),43,버번 캐스크,10-12만원,0,0,false
mars-iwai-tradition,마르스 이와이 트래디션,/whiskies/no.pic whisky.png,마르스,일본,40,블렌디드,8-10만원,0,0,false
michter-s-us1-sour-mash,믹터스 US1 사워 매시,/whiskies/no.pic whisky.png,믹터스,미국 (켄터키),43,사워 매시,10-12만원,0,0,false
milk-and-honey-classic,밀크 앤 허니 클래식,/whiskies/no.pic whisky.png,밀크앤허니,이스라엘,46,버번 & 레드와인,12-15만원,0,0,false
old-forester-statesman,올드 포레스터 스테이츠맨,/whiskies/no.pic whisky.png,올드,미국 (켄터키),47.5,아메리칸 오크,10-12만원,0,0,false
old-overholt-rye,올드 오버홀트 라이,/whiskies/no.pic whisky.png,올드오버홀트,미국 (켄터키),40,라이,4-6만원,0,0,false
old-pulteney-15,올드 풀트니 15년,/whiskies/no.pic whisky.png,올드,스코틀랜드 (하이랜드),46,버번 & 셰리,12-15만원,0,0,false
paddy,패디,/whiskies/no.pic whisky.png,패디,아일랜드,40,블렌디드,4-6만원,0,0,false
parker-s-heritage-collection,파커스 헤리티지 컬렉션,/whiskies/no.pic whisky.png,파커스,미국 (켄터키),60,스페셜 릴리즈,25-30만원,0,0,false
paul-john-edited,폴 존 에디티드,/whiskies/no.pic whisky.png,폴존,인도,46,피티드,12-15만원,0,0,false
puni-alba,푸니 알바,/whiskies/no.pic whisky.png,푸니,이탈리아,43,마르살라 & 이슬라 캐스크,15-18만원,0,0,false
redbreast-21,레드브레스트 21년,/whiskies/no.pic whisky.png,레드브레스트,아일랜드,46,버번 & 셰리,30만원 이상,0,0,false
rock-oyster,락 오이스터,/whiskies/no.pic whisky.png,더글라스랭,스코틀랜드,46.8,블렌디드 몰트,10-12만원,0,0,false
royal-lochnagar-12,로얄 로크나가 12년,/whiskies/no.pic whisky.png,로얄로크나가,스코틀랜드 (하이랜드),40,버번 & 셰리,10-12만원,0,0,false
singleton-15-of-glendullan,싱글톤 15년 글렌듈란,/whiskies/no.pic whisky.png,싱글톤,스코틀랜드 (스페이사이드),40,버번 & 유러피안 오크,12-15만원,0,0,false
spey-tenne,스페이 테네,/whiskies/no.pic whisky.png,스페이,스코틀랜드 (스페이사이드),46,토니 포트 캐스크,12-15만원,0,0,false
starward-nova,스타워드 노바,/whiskies/no.pic whisky.png,스타워드,호주,41,레드 와인 캐스크,12-15만원,0,0,false
strathmill-12,스트라스밀 12년,/whiskies/no.pic whisky.png,스트라스밀,스코틀랜드 (스페이사이드),43,버번 캐스크,10-12만원,0,0,false
togouchi-kiwami,토고우치 키와미,/whiskies/no.pic whisky.png,토고우치,일본,40,블렌디드,8-10만원,0,0,false
tomatin-18,토마틴 18년,/whiskies/no.pic whisky.png,토마틴,스코틀랜드 (하이랜드),46,올로로소 셰리,15-18만원,0,0,false
west-cork-bourbon-cask,웨스트 코크 버번 캐스크,/whiskies/no.pic whisky.png,웨스트코크,아일랜드,40,버번 캐스크,4-6만원,0,0,false
westland-sherry-wood,웨스트랜드 셰리 우드,/whiskies/no.pic whisky.png,웨스트랜드,미국 (워싱턴),46,셰리 캐스크,15-18만원,0,0,false
whistlepig-10-straight-rye,휘슬피그 10년 스트레이트 라이,/whiskies/no.pic whisky.png,휘슬피그,미국 (버몬트),50,라이,15-18만원,0,0,false
william-larue-weller,윌리엄 라루 웰러,/whiskies/no.pic whisky.png,웰러,미국 (켄터키),62,아메리칸 오크,30만원 이상,0,0,false
woodford-reserve-double-oaked,우드포드 리저브 더블 오크,/whiskies/no.pic whisky.png,우드포드,미국 (켄터키),43.2,더블 오크,10-12만원,0,0,false
yamazaki-18,야마자키 18년,/whiskies/no.pic whisky.png,야마자키,일본,43,다양한 캐스크,30만원 이상,0,0,false
yellow-rose-outlaw-bourbon,옐로우 로즈 아웃로우 버번,/whiskies/no.pic whisky.png,옐로우로즈,미국 (텍사스),46,아메리칸 오크,10-12만원,0,0,false
1792-small-batch,1792 스몰 배치,/whiskies/no.pic whisky.png,1792,미국 (켄터키),46.85,버번,8-10만원,0,0,false
aberlour-16,아벨라워 16년,/whiskies/no.pic whisky.png,아벨라워,스코틀랜드 (스페이사이드),40,버번 & 셰리,15-18만원,0,0,false
akkeshi-sarorunkamuy,앗케시 사로룬카무이,/whiskies/no.pic whisky.png,앗케시,일본,48,피티드,25-30만원,0,0,false
amrut-naarangi,암룻 나랑기,/whiskies/no.pic whisky.png,암룻,인도,50,셰리 & 오렌지 캐스크,20-25만원,0,0,false
anoc-24,아녹 24년,/whiskies/no.pic whisky.png,아녹,스코틀랜드 (하이랜드),46,셰리 & 버번,25-30만원,0,0,false
arran-machrie-moor,아란 마크리 무어,/whiskies/no.pic whisky.png,아란,스코틀랜드 (아일랜즈),46,피티드,10-12만원,0,0,false
aultmore-21,올트모어 21년,/whiskies/no.pic whisky.png,올트모어,스코틀랜드 (스페이사이드),46,버번 캐스크,25-30만원,0,0,false
baker-s-single-barrel-7,베이커스 싱글배럴 7년,/whiskies/no.pic whisky.png,베이커스,미국 (켄터키),53.5,싱글 배럴,12-15만원,0,0,false
balvenie-30,발베니 30년,/whiskies/no.pic whisky.png,발베니,스코틀랜드 (스페이사이드),47.3,버번 & 셰리,30만원 이상,0,0,false
belle-meade-bourbon,벨 미드 버번,/whiskies/no.pic whisky.png,벨미드,미국 (테네시),45.2,버번,10-12만원,0,0,false
benriach-21,벤리악 21년,/whiskies/no.pic whisky.png,벤리악,스코틀랜드 (스페이사이드),46,4가지 캐스크,25-30만원,0,0,false
bernheim-original,번하임 오리지널,/whiskies/no.pic whisky.png,번하임,미국 (켄터키),45,휘트 위스키,8-10만원,0,0,false
blade-and-bow,블레이드 앤 보우,/whiskies/no.pic whisky.png,블레이드앤보우,미국 (켄터키),45.5,솔레라 시스템,12-15만원,0,0,false
booker-s-rye,부커스 라이,/whiskies/no.pic whisky.png,부커스,미국 (켄터키),68.1,라이,30만원 이상,0,0,false
clynelish-distillers-edition,클라이넬리쉬 디스틸러스 에디션,/whiskies/no.pic whisky.png,클라이넬리쉬,스코틀랜드 (하이랜드),46,올로로소 셰리 피니쉬,15-18만원,0,0,false
compass-box-hedonism,컴파스 박스 헤도니즘,/whiskies/no.pic whisky.png,컴파스,스코틀랜드,43,그레인,12-15만원,0,0,false
cooper-s-craft,쿠퍼스 크래프트,/whiskies/no.pic whisky.png,쿠퍼스크래프트,미국 (켄터키),41.1,버번,6-8만원,0,0,false
cotswolds-single-malt,코츠월드 싱글몰트,/whiskies/no.pic whisky.png,코츠월드,잉글랜드,46,버번 & 와인 캐스크,12-15만원,0,0,false
cragganmore-distillers-edition,크래건모어 디스틸러스 에디션,/whiskies/no.pic whisky.png,크래건모어,스코틀랜드 (스페이사이드),40,포트 캐스크 피니쉬,12-15만원,0,0,false
daftmill-15,대프트밀 15년,/whiskies/no.pic whisky.png,대프트밀,스코틀랜드 (로우랜드),46,버번 캐스크,30만원 이상,0,0,false
dalwhinnie-distillers-edition,달위니 디스틸러스 에디션,/whiskies/no.pic whisky.png,달위니,스코틀랜드 (하이랜드),43,올로로소 셰리 피니쉬,12-15만원,0,0,false
e-h-taylor-single-barrel,E.H. 테일러 싱글 배럴,/whiskies/no.pic whisky.png,테일러,미국 (켄터키),50,싱글 배럴,15-18만원,0,0,false
elements-of-islay-ar9,엘리먼츠 오브 아일라 Ar9,/whiskies/no.pic whisky.png,엘리먼츠,스코틀랜드 (아일라),54.3,아드벡 증류소,20-25만원,0,0,false
elmwood-stock-farm-rye,엘름우드 스톡 팜 라이,/whiskies/no.pic whisky.png,엘름우드,미국 (켄터키),45,라이,10-12만원,0,0,false
george-dickel-no-12,조지 디켈 No. 12,/whiskies/no.pic whisky.png,디켈,미국 (테네시),45,테네시 위스키,6-8만원,0,0,false
george-t-stagg,조지 티 스태그,/whiskies/no.pic whisky.png,스태그,미국 (켄터키),70,안티크 컬렉션,30만원 이상,0,0,false
glen-moray-12,글렌 모레이 12년,/whiskies/no.pic whisky.png,글렌모레이,스코틀랜드 (스페이사이드),40,아메리칸 오크,8-10만원,0,0,false
glenburgie-15-ballantines,글렌버기 15년 (발렌타인),/whiskies/no.pic whisky.png,글렌버기,스코틀랜드 (스페이사이드),40,아메리칸 오크,10-12만원,0,0,false
glencadam-21,글렌카담 21년,/whiskies/no.pic whisky.png,글렌카담,스코틀랜드 (하이랜드),46,버번 캐스크,25-30만원,0,0,false
glenglassaugh-evolution,글렌글라사 에볼루션,/whiskies/no.pic whisky.png,글렌글라사,스코틀랜드 (하이랜드),50,테네시 위스키 캐스크,12-15만원,0,0,false
glenmorangie-18-extremely-rare,글렌모렌지 18년 익스트림리 레어,/whiskies/no.pic whisky.png,글렌모렌지,스코틀랜드 (하이랜드),43,버번 & 셰리,18-20만원,0,0,false
glenrothes-vintage-reserve,글렌로티스 빈티지 리저브,/whiskies/no.pic whisky.png,글렌로티스,스코틀랜드 (스페이사이드),40,여러 빈티지,15-18만원,0,0,false
heaven-s-door-tennessee-bourbon,헤븐스 도어 테네시 버번,/whiskies/no.pic whisky.png,헤븐스도어,미국 (테네시),45,버번,10-12만원,0,0,false
high-west-rendezvous-rye,하이 웨스트 랑데부 라이,/whiskies/no.pic whisky.png,하이웨스트,미국 (유타),46,라이,12-15만원,0,0,false
highland-park-valfather,하이랜드 파크 발파더,/whiskies/no.pic whisky.png,하이랜드,스코틀랜드 (아일랜즈),47,리필 캐스크,15-18만원,0,0,false
irishman-founders-reserve,아이리쉬맨 파운더스 리저브,/whiskies/no.pic whisky.png,아이리쉬맨,아일랜드,40,블렌디드,6-8만원,0,0,false
jameson-18,제임슨 18년,/whiskies/no.pic whisky.png,제임슨,아일랜드,40,버번 & 셰리 & 포트,18-20만원,0,0,false
jefferson-s-ocean,제퍼슨스 오션,/whiskies/no.pic whisky.png,제퍼슨스,미국 (켄터키),45,바다 숙성,15-18만원,0,0,false
john-j-bowman-single-barrel,존 J. 보우먼 싱글 배럴,/whiskies/no.pic whisky.png,보우먼,미국 (버지니아),50,싱글 배럴,12-15만원,0,0,false
